|morphs|origin
0|['안', '키', 'ㄹ걸', '알', '지만', '기다리', '게', '되', '는', '마', '성의', '매력', '루', 'ㄱ', '삼', '...']|안 킬걸 알지만 기다리게되는 마성의매력 룩삼...
1|['왜', '알', 'ㄴ', '킴', '?', '?']|왜안킴??
2|['아니', '알', '냥', '씨', '발', '이', '람', '들', 'ㄹ', '뭐', 'ㄹ', '로', '잡', '아야', '되', 'ㅁ', 'ㅡㅡ']|아니 알냥 씨발람들 뭘로잡아야됨 ㅡㅡ
3|['아', '오늘', '루', 'ㄱ', '요일', '임', '?']|아 오늘 룩요일임?
4|['님', '들', '어제', '루', 'ㄱ', '미', 'ㅇ', '만나', '았', '나요', '?']|님들 어제 룩밍 만났나요?
5|['ㅖ', '트', '게', '더', '에', '클립', '많', '아', '이', '어']|ㅖ 트게더에 클립많아여
6|['우히가', '헤어지', '어야', '하', 'ㄹ', '시간', '~', '~']|우히가 헤어져야 할시간~~
7|['루', 'ㄱ', '하']|룩 하
8|['ㅇ', 'ㅗ', '베', 'ㅇ', '어', 'ㅄ', '이', '구나', '.', '.']|오벵없이구나..
9|['방송', '은', '제', '키시', 'ㅂ니까', '?', 'ㅖ?']|방송은제키십니까? ㅖ?
10|['아', '쌈', '형', '피곤', '하', '시', 'ㄴ가', ';', ';', ';']|아 쌈형 피곤하신가;;;
11|['진짜', '오늘', '안', '하', '기', 'ㄹ', '거', '야', '?']|진짜 오늘 안킬거야?
12|['ㅇ', 'ㅗ', '뱅어', 'ㅄ', '?']|오뱅없?
13|['루', 'ㄱ', '삼', '왜']|룩삼왜
14|['진짜', '방송', '안', '하', '기', '냐', '?']|진짜 방송안키냐?
15|['사람', '이', '하', 'ㄹ', '짓', '이', 'ㄴ가', 'ㄹㅇ']|사람이 할짓인가 ㄹㅇ
16|['루', 'ㄱ', '요일', '임']|룩요일임
17|['뭐', '하', '아']|뭐해
18|['루', 'ㄱ', '요일', '하나', '는', '완벽', '하', '게', '지키', '는', '그', '원숭이']|룩요일 하나는 완벽하게 지키는 그원숭이
19|['혹시', '어제', '쉬', '었', '다고', '오늘', '키', 'ㄴ다거나', '하진', '않', '겠', '죠', '?']|혹시 어제쉬었다고 오늘 킨다거나 하진않겠죠?
20|['루', 'ㄱ', '삼', '보고싶다']|룩삼 보고싶다
21|['루', 'ㄱ', '요일', '은', '무조건', '지키', '는', '남자', '...']|룩요일은 무조건 지키는남자...
22|['이', '새끼', '오늘', '휴', '방', '이', 'ㄴ가요', '?']|이새끼 오늘 휴방인가요?
23|['어제', '트', '파', '아', '가', 'ㄴ다고', '쉬', '지', '않', '았', '나', '?']|어제 트파간다고 쉬지 않았나?
24|['루', 'ㄱ', '요일', '이', '라', '쉬', '는', '거지', '뭐']|룩요일이라 쉬는거지뭐
25|['ㅇ', 'ㅗ', '빠', '언제', '오', '는', '거', '야', '.', '.', '보고싶다', '이', '구', '.', '.']|오빠 언제오는거야.. 보고싶다구..
26|['ㅇ', 'ㅗ', '이', 'ㅇ', 'ㅗ', '이', '루', 'ㄱ', '삼', '쿤']|오이오이 룩삼쿤
27|['원래', '루', 'ㄱ', '삼', '언제', '켜', '어']|원래 룩삼 언제켜
